URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/residential/auckland-city/mt-roskill/section/930488,"15 Glass Road, Mt Roskill",For sale by negotiation,"Urgent Sale! Great Opportunity for Developers!


Resource consent has been granted for 5 townhouses with Fee simple title.


House was removed & site is ready to start development.


EPA Approved, BC ready to lodge


842sqm section in good location


Storm Water and Waste Water system onsite


Walking distance to Waikowhai Intermediate & Hay Park School Primary


Close to local shops and schools, bus routes and easy access to the Motorway.

Grab this golden opportunity to secure your next project. Try an offer today - the vendor is keen to sell!

Read more",Aken Yuan : 027482 8838 | Robin Liu : 022061 3772
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/house/928416,"2/34 Ferndale Road, Mt Wellington","$738,000","Open home for 2/34 Ferndale Road, Mt Wellington. Starting at 12:15PM and finishing at 12:45PM 

Open home for listing ID:928416. Listing by Randy Rosario from Barfoot & Thompson.",Randy Rosario : 021028 45914
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/house/929898,"10A Burt Road, Mt Wellington",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 10A Burt Road, Mt Wellington. Starting at 01:00PM and finishing at 02:00PM 

Open home for listing ID:929898. Listing by Halle Zhang from Barfoot & Thompson.",Halle Zhang : 021668 685
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/house/930874,"Lt 2/5 Malone Road, Mt Wellington",For sale by negotiation,"Open home for Lt 2/5 Malone Road, Mt Wellington. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:930874. Listing by Wayne Guo from Barfoot & Thompson.",Wayne Guo : 021680 263 | Ash Negi : 0226144 444
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/townhouse/930418,"Lot 2/31 Mountain Road, Mt Wellington",For sale by negotiation,"Prime Location in Mt Wellington

This home is well positioned and offers views traditionally reserved for premium properties. It’s a rare combination of a brand-new construction and a breath-taking view, making 31 Mountain Road stand out even within this prized street. Designed for modern families and those who appreciate quality, comfort and an unbeatable location.

Key Features:


Beautiful mountain view from your backyard
4 generous bedrooms designed for rest and relaxation
2 stylish, fully appointed bathrooms
Large, private backyard—perfect for kids, pets, or outdoor entertaining
Stunning mountain views that elevate your everyday living
Situated on the best street in Mount Wellington, offering peace, prestige and convenience
Contemporary construction with quality fittings throughout

Whether you’re upsizing, investing, or searching for your dream family home, this property offers exceptional value in a prime location.

Don’t miss your chance to secure premium living in Mount Wellington.

Contact us today for more details or to arrange a viewing!

Read more",Kiki Wang : 0277807 807 | Sahil Suri : 021032 3430
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/townhouse/930424,"Lot 3/31 Mountain Road, Mt Wellington",For sale by negotiation,"Prime Location in Mt Wellington

This home is well positioned and offers views traditionally reserved for premium properties. It’s a rare combination of a brand-new construction and a breath-taking view, making 31 Mountain Road stand out even within this prized street. Designed for modern families and those who appreciate quality, comfort and an unbeatable location.

Key Features:


Beautiful mountain view from your backyard
4 generous bedrooms designed for rest and relaxation
2 stylish, fully appointed bathrooms
Large, private backyard—perfect for kids, pets, or outdoor entertaining
Stunning mountain views that elevate your everyday living
Situated on the best street in Mount Wellington, offering peace, prestige and convenience
Contemporary construction with quality fittings throughout

Whether you’re upsizing, investing, or searching for your dream family home, this property offers exceptional value in a prime location.

Don’t miss your chance to secure premium living in Mount Wellington.

Contact us today for more details or to arrange a viewing!

Read more",Kiki Wang : 0277807 807 | Sahil Suri : 021032 3430
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/townhouse/930451,"Lot 4/9 Allright Place, Mt Wellington",For sale by negotiation,"Open home for Lot 4/9 Allright Place, Mt Wellington. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930451. Listing by Wayne Guo from Barfoot & Thompson.",Wayne Guo : 021680 263 | Allen Cheng : 022510 0688
https://www.barfoot.co.nz/property/residential/auckland-city/mt-wellington/townhouse/930769,"3/60 Hamlin Road, Mt Wellington",For sale by negotiation,"Open home for 3/60 Hamlin Road, Mt Wellington. Starting at 03:00PM and finishing at 03:30PM 

Open home for listing ID:930769. Listing by Kelly Zhang from Barfoot & Thompson.",Kelly Zhang : 021263 7138 | Dan Song : 021264 2980
https://www.barfoot.co.nz/property/residential/auckland-city/new-windsor/house/930427,"107 Whitney Street, New Windsor",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 107 Whitney Street, New Windsor. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:930427. Listing by Rose Malcon from Barfoot & Thompson.",Rose Malcon : 021899 350
https://www.barfoot.co.nz/property/residential/auckland-city/one-tree-hill/house/930340,"12 Moata Road, One Tree Hill",Auction Wednesday 25th March 2026(unless sold prior),"Open home for 12 Moata Road, One Tree Hill. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:930340. Listing by George Fong from Barfoot & Thompson.",George Fong : 021318 228
https://www.barfoot.co.nz/property/residential/auckland-city/onehunga/apartment/930539,"308/287 Onehunga Mall, Onehunga","$530,000","Why this is a smart first home

Views, Value & Location All in One!

Dear first-home buyers — trust me: right now is a rare window to get on the ladder. The stars have aligned: interest rates are low and prices haven’t taken off. If you’re looking to buy, now is a great time.
Top-floor, light-filled, and instantly different: extra-high ceilings and elevated views give this apartment real “wow” the moment you walk in. Low-maintenance, secure, and move-in ready — perfect for busy first-home buyers who want lifestyle without the weekend chores.

Why this is a smart first home


Two proper double bedrooms with generous wardrobes
Two bathrooms (yes, two!) each with heated towel rails
Open-plan living + dining flowing to a sunny balcony with views
Modern kitchen with quality finishes
Soaring ceilings on the top floor for space and light
Secure parking for two plus a large storage locker (rare!)

Peace of mind

One of the best apartments in Atrium on Main — safe, secure, and solidly built in 2006. Enjoy swipe-card entry, security cameras, intercom, on-site building manager, and a swimming pool for summer. Predominantly owner-occupied, so it feels friendly, respectful, and welcoming. Despite being central, it’s surprisingly quiet — vibrant living outside, calm privacy at home.

The story

The current owner bought last year and loved living here, but now needs more space — giving you the chance to secure serious value in Onehunga.

Location you’ll love


Bus stop right outside
Primary school five minutes’ walk
Cafés, restaurants, bars, shops & Four Square a short stroll
Cornwall Park and Dress Smart nearby
Easy motorway access to Airport and CBD

Perfect for first-home buyers, couples, or investors seeking strong returns. Listed at price — make your offer today.

Call Elvira now to arrange your private viewing!


Read more",Elvira Abdrazakova : 021072 7587
https://www.barfoot.co.nz/property/residential/auckland-city/onehunga/house/930364,"32 Hardington Street, Onehunga",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 32 Hardington Street, Onehunga. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:930364. Listing by Lillian Bai from Barfoot & Thompson.",Lillian Bai : 021232 5523
https://www.barfoot.co.nz/property/residential/auckland-city/onehunga/house/930381,"40 Tawa Road, Onehunga",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 40 Tawa Road, Onehunga. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930381. Listing by Helen Lam from Barfoot & Thompson.",Helen Lam : 027552 2948 | Wendy Sadd : 021607 366
https://www.barfoot.co.nz/property/residential/auckland-city/orakei/house/930514,"30C Kurahaupo Street, Orakei",For sale by negotiation,"Elevated, Private & Sun-Filled Family Living

Positioned on an elevated 295sqm freehold site, this well-presented executive home offers space, privacy and excellent sun in a convenient Orakei location. Tucked away at the rear of three homes with an elevated position, offering extra privacy.

With approximately 222sqm of floor area, the home is designed for comfortable family living, with generous proportions and plenty of natural light throughout. It provides a pleasant outlook, while the flat backyard offers practical outdoor space for entertaining, children or gardening.

A striking entrance with high-stud doors opens into a spacious foyer, setting the tone for the home’s open and welcoming layout.

Property Highlights

Elevated 295sqm freehold site
Approx. 222sqm floor area with generous living spaces
5 bedrooms with multiple living areas for flexible family living
Spacious open-plan kitchen, dining and living area
Seamless indoor–outdoor flow to entertaining spaces
Master bedroom with walk-in wardrobe and ensuite
Balcony off the living area to enjoy the sunshine and city views
Flat backyard – ideal for kids, pets or outdoor gatherings
Internal-access garage plus additional storage

Located in the popular Orakei area, the home is just minutes from Mission Bay and Kohimarama beaches, with Eastridge Shopping Centre, local cafés, parks and schools all nearby. The CBD is also within easy reach, making daily commuting simple.

If you are looking for an elevated, sunny home with practical outdoor space and privacy, this property is well worth inspecting. Call me today to arrange your viewing.

Read more",Rachel Zou : 021589 688 | Alex Wu : 021493 660
https://www.barfoot.co.nz/property/residential/auckland-city/orakei/house/930690,"21 Paritai Drive, Orakei",For sale by negotiation,"PRESTIGIOUS PARITAI - OUTSTANDING OPPORTUNITIES

Positioned on the elevated north-east facing slopes of Paritai Drive, this exceptional property sits on Auckland’s most prestigious street. Set on a generous 1,196m² landholding, the property occupies a tightly held dress-circle location, surrounded by some of Auckland’s finest homes.

The existing residence of approximately 350m² offers comfortable living today while presenting exciting possibilities for the future. The home has been updated over time and provides a solid foundation for those wishing to further renovate and add value.

The layout includes four bedrooms, 2 bathrooms, plus powder room, (including a master suite with ensuite), along with multiple living areas that provide flexibility for family living and entertaining. A triple garage with internal access and extensive storage adds excellent practicality and convenience.

For those looking to create something truly special, this property offers significant potential to redevelop or design a bespoke new residence that fully captures the sweeping outlooks across Orakei Domain, Okahu Bay, Bastion Point, Rangitoto Island, North Head and the Hauraki Gulf.

The property is blessed by peaceful and exclusive setting. The location is exceptionally convenient. You can enjoy an easy walk to the waterfront, local cafes and shops nearby, proximity to Orakei Bay Village, and Auckland’s CBD is just 10 minutes drive away.

Opportunities to secure a tightly held land holding of this size and position on Paritai Drive are incredibly rare. Whether you choose to enjoy the home as it is, enhance it further, or design a landmark new residence, this is a chance to secure a truly special piece of Auckland real estate. Arrange your private viewing and experience the potential of this remarkable property for yourself.

Viewings are by appointment only.

Read more",Lawrence Yuan : 021038 5588
https://www.barfoot.co.nz/property/residential/auckland-city/orakei/townhouse/930105,"11/32 Karori Crescent, Orakei",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 11/32 Karori Crescent, Orakei. Starting at 03:00PM and finishing at 03:30PM 

Open home for listing ID:930105. Listing by Aaron Foss from Barfoot & Thompson.",Aaron Foss : 021367 791 | Dan Barry : 021649 181
https://www.barfoot.co.nz/property/residential/auckland-city/otahuhu/house/930167,"222A Princes Street East, Otahuhu",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 222A Princes Street East, Otahuhu. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:930167. Listing by Kathy Evans from Barfoot & Thompson.",Kathy Evans : 021292 4939
https://www.barfoot.co.nz/property/residential/auckland-city/panmure/townhouse/930077,"4E Kahu Road, Panmure",For sale by negotiation,"Open home for 4E Kahu Road, Panmure. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:930077. Listing by Cici Wang from Barfoot & Thompson.",Cici Wang : 021280 2828
https://www.barfoot.co.nz/property/residential/auckland-city/parnell/house/924297,"117B St Stephens Avenue, Parnell",Auction Wednesday 8th April 2026(unless sold prior),"Open home for 117B St Stephens Avenue, Parnell. Starting at 12:00PM and finishing at 12:45PM 

Open home for listing ID:924297. Listing by Mayur Nimje from Barfoot & Thompson.",Mayur Nimje : 022364 5005
https://www.barfoot.co.nz/property/residential/auckland-city/parnell/house/930215,"3 Glanville Terrace, Parnell",For sale by negotiation,"Open home for 3 Glanville Terrace, Parnell. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930215. Listing by Verena Ryan from Barfoot & Thompson.",Verena Ryan : 027522 0773 | Paul Neshausen : 021345 887
https://www.barfoot.co.nz/property/residential/auckland-city/parnell/house/930387,"7/9 Elam Street, Parnell",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 7/9 Elam Street, Parnell. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930387. Listing by Cindy Yu from Barfoot & Thompson.",Cindy Yu : 021829 188
https://www.barfoot.co.nz/property/residential/auckland-city/parnell/house/930695,"9 Churton Street, Parnell",For sale by negotiation,"Parnell prestige with endless possibilities!

Perched on the prestigious ridge of Parnell, this elegant residence offers timeless charm and exceptional potential within Auckland’s coveted Double Grammar Zone. Spanning three generous levels, the home features original wooden floors, soaring ceilings, and six spacious bedrooms—including a sun-filled third-floor retreat with a private deck and sweeping suburban views.

The ground floor flows from a formal lounge to a grand dining area and spacious kitchen, opening onto a substantial entertainer’s deck and fully fenced backyard. Comfortable as is and currently tenanted, the property presents a rare opportunity to renovate and elevate a classic home in one of Auckland’s most desirable neighbourhoods, moments from Auckland Domain and the vibrant Parnell Village.

Don’t miss this exceptional opportunity - Act fast!

Read more",Raj Kalsi : 022187 6909 | Sana Bhutani : 022152 1008
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house-on-cross-lease/930109,"2/227 Meola Road, Pt Chevalier",Auction Thursday 2nd April 2026(unless sold prior),"Open home for 2/227 Meola Road, Pt Chevalier. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930109. Listing by Ben Buchanan from Barfoot & Thompson.",Ben Buchanan : 027202 7027 | Matt O'Rourke : 021375 909
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/927734,"243 Meola Road, Pt Chevalier",Auction Thursday 2nd April 2026(unless sold prior),"Open home for 243 Meola Road, Pt Chevalier. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:927734. Listing by Ben Buchanan from Barfoot & Thompson.",Ben Buchanan : 027202 7027
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/929186,"7 Maryland Street, Pt Chevalier",Deadline sale closes 26th March 2026 at 2:00PM(unless sold prior),"Open home for 7 Maryland Street, Pt Chevalier. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:929186. Listing by Lynn Gore from Barfoot & Thompson.",Lynn Gore : 0274734 500
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/929905,"18 Walmer Road, Pt Chevalier",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 18 Walmer Road, Pt Chevalier. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:929905. Listing by Philip Davis from Barfoot & Thompson.",Philip Davis : 021873 934 | Ari Tidyman : 021026 46621
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/930454,"53B Alberta Street, Pt Chevalier",For sale by negotiation,"Open home for 53B Alberta Street, Pt Chevalier. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930454. Listing by Yan Lin from Barfoot & Thompson.",Yan Lin : 021213 9825 | Ben Buchanan : 027202 7027
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/930456,"53C Alberta Street, Pt Chevalier",For sale by negotiation,"Open home for 53C Alberta Street, Pt Chevalier. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930456. Listing by Yan Lin from Barfoot & Thompson.",Yan Lin : 021213 9825 | Ben Buchanan : 027202 7027
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/930458,"53B & 53C Alberta Street, Pt Chevalier",For sale by negotiation,"Your Coastal Lifestyle

Stylish, modern and beautifully presented, this home delivers effortless living and a prime Pt Chevalier lifestyle.

Tucked away at the end of a quiet no exit street, it offers peace and privacy while being just moments from everything this sought after coastal suburb has to offer.

Step inside to light filled open plan living and dining, perfect for everyday living and entertaining. The modern kitchen features quality branded appliances and generous storage, blending style with practicality.

The generous master bedroom boasts its own ensuite, while two additional bedrooms are comfortable and well appointed, with the second enjoying a lovely water outlook.

Outside, easy care outdoor areas let you spend more time enjoying the lifestyle and less on upkeep.

Whether you’re a first home buyer, downsizer or investor, modern homes in this area are always in demand. A 10-year master build guarantee ensures peace of mind.

Positioned in one of Pt Chev’s most coveted pockets, just moments from Point Chevalier Beach, cafés and transport, this is easy living that always delivers. Act fast - contact us today!

Read more",Yan Lin : 021213 9825 | Ben Buchanan : 027202 7027
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/house/930721,"16 Sutherland Road, Pt Chevalier",For sale by negotiation,"Land Bank or Develop - 766m² MHU

Developers and land bankers, take note. This opportunity is all about land, location and future potential.

Set on a flat, north facing 766m² freehold site and zoned Mixed Housing Urban, the development prospects are clear. Build new, explore multiple dwellings, or secure a prime site and land bank for the future. Positioned outside the flood zone and with services at the street, the fundamentals are firmly in place.

Key features:

766m² freehold site
Mixed Housing Urban zoning with strong development potential
Flat, north facing land outside flood zone
Services at the street for easy connection
Sought after location

Just moments from the beach, cafes and excellent transport links, this is Point Chevalier real estate with genuine options.

Build, develop or hold for the future. Opportunities like this are increasingly hard to find. Contact Ben or Matt to arrange your viewing.

Read more",Ben Buchanan : 027202 7027 | Matt O'Rourke : 021375 909
https://www.barfoot.co.nz/property/residential/auckland-city/pt-chevalier/townhouse/929117,"7/282 Point Chevalier Road, Pt Chevalier",For sale by negotiation,"Open home for 7/282 Point Chevalier Road, Pt Chevalier. Starting at 10:15AM and finishing at 10:45AM 

Open home for listing ID:929117. Listing by Carl Watkins from Barfoot & Thompson.",Carl Watkins : 021424 736
https://www.barfoot.co.nz/property/residential/auckland-city/remuera/house/929510,"68 Grand Drive, Remuera",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 68 Grand Drive, Remuera. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:929510. Listing by Ben Feng from Barfoot & Thompson.",Ben Feng : 021618 189
https://www.barfoot.co.nz/property/residential/auckland-city/remuera/house/930181,"2/36 Mainston Road, Remuera",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 2/36 Mainston Road, Remuera. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:930181. Listing by John Zhang from Barfoot & Thompson.",John Zhang : 021896 988 | Louissa Bao : 021688 939
https://www.barfoot.co.nz/property/residential/auckland-city/remuera/house/930262,"50 Ohinerau Street, Remuera",Deadline sale closes 1st April 2026 at 4:00PM(unless sold prior),"Open home for 50 Ohinerau Street, Remuera. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:930262. Listing by Oscar Zhao from Barfoot & Thompson.",Oscar Zhao : 022580 8866
https://www.barfoot.co.nz/property/residential/auckland-city/royal-oak/house-on-cross-lease/926899,"4/16 Turama Road, Royal Oak",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 4/16 Turama Road, Royal Oak. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:926899. Listing by Liz Byers from Barfoot & Thompson.",Liz Byers : 021277 7592 | Digna Clark : 021534 462
https://www.barfoot.co.nz/property/residential/auckland-city/royal-oak/house/924730,"242A St Andrews Road, Royal Oak","$1,599,000","Open home for 242A St Andrews Road, Royal Oak. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:924730. Listing by Annie Xu from Barfoot & Thompson.",Annie Xu : 022179 7708
https://www.barfoot.co.nz/property/residential/auckland-city/royal-oak/house/929994,"2 Benville Place, Royal Oak",Auction Wednesday 8th April 2026(unless sold prior),"Open home for 2 Benville Place, Royal Oak. Starting at 03:15PM and finishing at 03:45PM 

Open home for listing ID:929994. Listing by Alex Wu from Barfoot & Thompson.",Alex Wu : 021493 660 | Cherry Yang : 021432 675
https://www.barfoot.co.nz/property/residential/auckland-city/royal-oak/house/930626,"Lot 1/11 Acorn Street, Royal Oak",Auction Wednesday 1st April 2026(unless sold prior),"Open home for Lot 1/11 Acorn Street, Royal Oak. Starting at 03:00PM and finishing at 03:30PM 

Open home for listing ID:930626. Listing by Wendy Sadd from Barfoot & Thompson.",Wendy Sadd : 021607 366 | Helen Lam : 027552 2948
https://www.barfoot.co.nz/property/residential/auckland-city/sandringham/house/930496,"119 Haverstock Road, Sandringham",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 119 Haverstock Road, Sandringham. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:930496. Listing by Gavin Han from Barfoot & Thompson.",Gavin Han : 021993 773 | Maggie Chen : 022694 1838
https://www.barfoot.co.nz/property/residential/auckland-city/st-heliers/house-on-cross-lease/929672,"26 Ashby Avenue, St Heliers",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 26 Ashby Avenue, St Heliers. Starting at 12:00PM and finishing at 12:30PM 

Open home for listing ID:929672. Listing by Zdenka Zinajic from Barfoot & Thompson.",Zdenka Zinajic : 021656 114
https://www.barfoot.co.nz/property/residential/auckland-city/st-heliers/house/929798,"26 Walmsley Road, St Heliers",Auction Tuesday 31st March 2026(unless sold prior),"Open home for 26 Walmsley Road, St Heliers. Starting at 03:00PM and finishing at 03:30PM 

Open home for listing ID:929798. Listing by Amelia Dalzell from Barfoot & Thompson.",Amelia Dalzell : 021305 545
https://www.barfoot.co.nz/property/residential/auckland-city/st-heliers/house/930158,"4 Berowald Place, St Heliers",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 4 Berowald Place, St Heliers. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930158. Listing by Mary Richardson from Barfoot & Thompson.",Mary Richardson : 021747 550 | Justa Bain : 027710 0580
https://www.barfoot.co.nz/property/residential/auckland-city/st-heliers/house/930401,"64 Whytehead Crescent, St Heliers",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 64 Whytehead Crescent, St Heliers. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930401. Listing by Jonathan Viljoen from Barfoot & Thompson.",Jonathan Viljoen : 027361 6406 | Jeremy Coburn : 027521 3047
https://www.barfoot.co.nz/property/residential/auckland-city/stonefields/house/929356,"56 Barbarich Drive, Stonefields",Auction Saturday 11th April 2026(unless sold prior),"Open home for 56 Barbarich Drive, Stonefields. Starting at 02:00PM and finishing at 02:30PM 

Open home for listing ID:929356. Listing by Mary Du from Barfoot & Thompson.",Mary Du : 021181 8133
https://www.barfoot.co.nz/property/residential/auckland-city/three-kings/house/930601,"1 Simmonds Avenue, Three Kings",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 1 Simmonds Avenue, Three Kings. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930601. Listing by Lloyd Singh from Barfoot & Thompson.",Lloyd Singh : 021406 889
https://www.barfoot.co.nz/property/residential/auckland-city/three-kings/townhouse/929973,"1/21 Hunters Park Drive, Three Kings",Auction Wednesday 1st April 2026(unless sold prior),"MORTGAGEE SALE

MORTGAGEE AUCTION – 1/21 Hunters Park Drive, Three Kings
End Townhouse in a Great Location!

Check out this 142m² (according to Property Smarts), three-level terrace house located within the “Providence on Eden” complex.

A past advert references the complex as being recently reclad, reroofed and refurbished including double glazing, with a new CCC issued.

It features three bedrooms, including a master with an ensuite, and two bathrooms in total. The living area is west-facing and opens to a private deck and garden, with views over Big King Reserve. The upper level receives sunlight throughout the day. Additional features include a double garage and a laundry room located on the ground level.

The complex is located close to local amenities, Mt Eden Village, motorways and public transport and zoned for Three Kings School. Call today.

Agent on Site:
Sun 15 Mar 1:00-1:15pm

Read more",Philip Davis : 021873 934 | Ari Tidyman : 021026 46621
https://www.barfoot.co.nz/property/residential/auckland-city/three-kings/unit/930691,"2/26 Haughey Avenue, Three Kings",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 2/26 Haughey Avenue, Three Kings. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930691. Listing by Crystal Liao from Barfoot & Thompson.",Crystal Liao : 027813 4193 | Nona Singh : 021421 454
https://www.barfoot.co.nz/property/residential/auckland-city/wai-o-taiki-bay/house/930848,"1B Fernwood Place, Wai O Taiki Bay",For sale by negotiation,"Open home for 1B Fernwood Place, Wai O Taiki Bay. Starting at 12:30PM and finishing at 01:00PM 

Open home for listing ID:930848. Listing by Sam Bowen from Barfoot & Thompson.",Sam Bowen : 027524 0123 | Kevin He : 021022 98230
https://www.barfoot.co.nz/property/residential/auckland-city/waterview/house-on-cross-lease/930055,"46B Fairlands Avenue, Waterview",Deadline sale closes 31st March 2026 at 4:00PM(unless sold prior),"Open home for 46B Fairlands Avenue, Waterview. Starting at 11:00AM and finishing at 11:30AM 

Open home for listing ID:930055. Listing by Howie John from Barfoot & Thompson.",Howie John : 022530 2007 | Rick Thevenard : 027448 1888
https://www.barfoot.co.nz/property/residential/auckland-city/waterview/house/925781,"18 Seaside Avenue, Waterview",Auction Thursday 2nd April 2026(unless sold prior),"Open home for 18 Seaside Avenue, Waterview. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:925781. Listing by Lance Riesterer from Barfoot & Thompson.",Lance Riesterer : 021883 116 | Nigel Mansor : 021588 595
https://www.barfoot.co.nz/property/residential/auckland-city/western-springs/house/930572,"3/32 Don Croot Street, Western Springs",Auction Wednesday 1st April 2026(unless sold prior),"Open home for 3/32 Don Croot Street, Western Springs. Starting at 01:30PM and finishing at 02:00PM 

Open home for listing ID:930572. Listing by Helen Lam from Barfoot & Thompson.",Helen Lam : 027552 2948 | Serrine Chen : 029912 4018
https://www.barfoot.co.nz/property/residential/auckland-city/western-springs/house/930576,"15 Myrtle Street, Western Springs",Auction Thursday 2nd April 2026(unless sold prior),"Open home for 15  Myrtle Street, Western Springs. Starting at 01:00PM and finishing at 01:30PM 

Open home for listing ID:930576. Listing by Luke Dallow from Barfoot & Thompson.",Luke Dallow : 027291 0476
https://www.barfoot.co.nz/property/residential/far-north-district/kerikeri/house/929581,"200 Opito Bay Road, Kerikeri","$1,060,000","Open home for 200 Opito Bay Road, Kerikeri. Starting at 10:00AM and finishing at 10:30AM 

Open home for listing ID:929581. Listing by Simon Hart from Barfoot & Thompson.",Simon Hart : 021024 00648 | Sarah Brandt : 027523 4092
https://www.barfoot.co.nz/property/residential/far-north-district/kerikeri/house/930144,"37 Kemp Road, Kerikeri",Deadline sale closes 9th April 2026 at 4:00PM(unless sold prior),"Open home for 37 Kemp Road, Kerikeri. Starting at 02:00PM and finishing at 03:00PM 

Open home for listing ID:930144. Listing by Simon Hart from Barfoot & Thompson.",Simon Hart : 021024 00648 | Ryan Turei : 021207 5385
https://www.barfoot.co.nz/property/residential/far-north-district/kerikeri/house/930237,"292 Kapiro Road, Kerikeri","$1,499,000","Dual Residences In A Garden Paradise

A Truly Unique Rental Opportunity or generational living. Nestled within lush, mature gardens, you’ll discover not one, but two brick-built homes, each a private retreat, perfectly positioned to enjoy both connection and seclusion.

Main Residence:

Open plan, sun-drenched living and dining spaces. Expansive windows flood the area with natural light, and cook with ease in the modern kitchen. Slide open the doors and step onto your north-facing decks, where you can bask in the serenity of your very own garden sanctuary. Imagine morning coffees or evening gatherings overlooking vibrant greenery and the peaceful shimmer of a large fishpond. There are three bedrooms, two bathrooms, and separate laundry.

Second Residence:

A charming, scaled-down version of the main home, this separate dwelling mirrors the central living hub and features two spacious bedrooms, each paired with its own bathroom. It’s ideal for extended family, guests, or anyone craving a bit of extra privacy. There is a carport and plenty of parking.


Breathtaking mature gardens, flourishing with established trees and a tranquil fishpond


Three water tanks plus Kerikeri irrigation supply—lush living, year-round


Two fully independent homes, each with its own space and style


Versatile garage complex with carport, (the sleepout is un-permitted), both dwellings have a separate garden shed


Kerikeri school zones, making it perfect for families


This property is more than a rental, it’s a lifestyle, offering so many options for larger families, multi-generational living, the freedom of two dwellings, yet just moments from all the conveniences of a sought-after location.


Don’t miss your chance to call this remarkable garden estate home.

Opportunities like this are rare—contact us today to arrange your private viewing and let your next chapter begin!

Read more",Pam Finlay : 021040 3716 | Kaye Streamer : 021027 30594
https://www.barfoot.co.nz/property/residential/far-north-district/kerikeri/house/930342,"119C Skudders Beach Road, Kerikeri",For sale by negotiation,"Open home for 119C Skudders Beach Road, Kerikeri. Starting at 01:00PM and finishing at 02:00PM 

Open home for listing ID:930342. Listing by Colin Taylor from Barfoot & Thompson.",Colin Taylor : 021226 5468 | Jacqui Bree : 027337 5387
